"Id","Title","Score","AnswerCount","CommentCount","cluster"
18105,"Interrupted time-series analysis for panel data",2,1,0,7
18106,"Best way to interactively guide a remote statistical session, for a computer without admin access?",3,2,1,3
18110,"Goodness-of-fit test without analytical PDF and CDF",2,0,3,7
18111,"Odds ratio interpretation",1,2,1,3
18112,"How does the Goodman-Kruskal gamma test and the Kendall tau or Spearman rho test compare?",5,1,0,1
18113,"How do you compare OR between different groups using SAS?",1,2,0,1
18116,"Is machine learning less useful for understanding causality, thus less interesting for social science?",13,5,2,4
18119,"How do you predict a response category given an ordinal logistic regression model?",3,2,4,4
18121,"Predictive power (or $R^2$) adjusted for certain variables",1,0,1,7
18123,"Is ANOVA good for non-normally distributed series?",2,1,8,7
18125,"Proper way to analyse purchase data",1,2,4,7
18131,"Use of a negative binomial model for fitting alternative splicing event",3,1,5,4
18132,"Multiple determination in terms of simple determination",1,0,1,3
18133,"Selecting regression type for Dickey-Fuller test",3,2,0,8
18135,"Testing normality and independence of time series residuals",7,2,1,4
18137,"What is the difference between test to check homogenity of variance and ANOVA?",2,2,0,7
18143,"Analysis of multimodal metric response variables linked to a categorical variable",2,0,0,8
18148,"Odds ratio terminology",0,1,2,6
18149,"Analysis strategy using market indicators and trading systems",2,0,0,8
18151,"Methods to predict multiple independent variables",3,2,2,6
18152,"Distribution of the difference of two independent uniform variables",2,1,8,6
18154,"Cumulative Distribution Function problems",0,1,1,2
18155,"How do I analyse data with a ceiling effect?",7,1,6,3
18161,"Generating random numbers based on 'rule-of-thumb' proportions",2,2,0,6
18162,"Statistical test suitable for small dataset (n=25)",1,3,11,2
18166,"Binomial regression with penalized ML",1,1,2,6
18167,"How to calculate perplexity of a holdout with Latent Dirichlet Allocation?",1,0,0,5
18168,"Hypothesis testing for mean",1,0,1,8
18176,"Computing probability from the Poisson distribution",0,1,2,5
18178,"Measuring accuracy of a logistic regression-based model",6,7,0,5
18184,"Distribution of starting points for blocks within DNA",1,0,3,7
18185,"Compute expected standard deviation from proportion data",2,2,0,1
18187,"How to compute simulated differences of means repetitively?",3,3,0,8
18197,"How to implement SIRS model?",4,2,0,7
18203,"Do path coefficients (beta) for the same condition across model comparisons have to be equal in structural equation modeling?",1,0,0,4
18205,"Is it accurate to say that all the Null Hypothesis states is the absence of a significant difference between sets of data?",2,1,6,1
18206,"How to calculate all the combinations in R?",1,1,2,6
18208,"How to interpret coefficient standard errors in linear regression",1,1,0,4
18212,"Origin of the Naïve Bayes classifier?",3,1,1,4
18214,"Why is variable selection necessary?",12,3,0,3
18215,"Relation between confidence interval and testing statistical hypothesis for t-test",8,3,0,8
18219,"Dealing with nuisance variables in a MANOVA situation",1,0,5,8
18222,"What does Jaynes' continous pdf notation ""g(x)dx"" actually mean?",3,3,1,2
18231,"Calculate regression parameters by hand",1,1,7,2
18232,"Plotting regression predictors",1,1,5,4
18233,"Using predict() function in R",1,1,0,1
18234,"Predicted by residual plot in R",1,2,0,8
18238,"Characterizing periodicity level of signal",3,1,1,8
18241,"Chi-squared goodness-of-fit statistic if expected frequency is zero",1,0,5,6
18247,"What method to test if the mean is constant?",0,1,3,1
18248,"Assessing logistic regression models",5,2,2,2
18249,"Rules of thumb for creating composite scales",2,1,0,3
18254,"Schur factorization to find Unitary matrix?",1,1,2,7
18257,"Hypothesis testing involving pathological distributions",0,0,7,7
18262,"Truncating a posterior predictive distribution in JAGS",2,1,2,3
18263,"Plain English explanation of Bernoulli mixture models?",2,1,0,3
18270,"Algorithms to find most frequent data",2,1,5,8
18271,"Simulated annealing and k-means",6,2,0,8
18274,"Adjusting performance by opponent skill level in a simple contest",1,0,1,2
18275,"How to calculate confidence and prediction bands for a linear regression using Mathematica?",1,1,2,7
18276,"What data and statistics skills are currently in high demand and where are they in high demand?",4,0,2,2
18279,"Transform log posteriors to the original posteriors",4,2,2,7
18281,"Half-normal distributed DV in generalized linear model",2,1,2,1
18284,"What to read from the autocorrelation function of a time series?",4,1,4,1
18286,"Why the CDF for the Normal Distribution can not be expressed as a closed form function?",1,1,5,8
18287,"How to test asymmetry?",2,1,4,8
18290,"How to analyse data on metric space?",4,2,5,1
18293,"Can I use log-likelihood distance on data of only continuous variables?",1,2,0,5
18294,"What does ""equal a priori class probabilities"" mean?",0,1,2,2
18299,"Controlled experiment with binary outcome variable",2,0,0,2
18301,"Likelihood ratio test",2,1,0,4
18302,"Dummy coding in SAS",1,1,0,1
18305,"Can I use a lower significance threshold if there is a moderately high intraclass correlation coefficient for a dependent variable?",0,0,1,3
18310,"How could I confirm if the time series is stationary?",0,1,0,4
18313,"Device age vs. downtime relationship",3,1,2,7
18314,"Fitting a multivariate ARIMA model with R",1,2,0,7
18316,"Decision boundaries and Gaussian density functions",0,0,6,2
18319,"Functional model for least squares treatment of similarity transform",0,0,0,4
18320,"When to transform predictor variables when doing multiple regression?",6,1,0,7
18322,"Confidence set for parameter vector in linear regression",1,1,7,6
18323,"Developing the multivariate normal likelihood function (in matrix notation)",0,0,12,6
18325,"Displaying multiple conditional distributions using lattice",1,2,2,2
18327,"Why would I get 0 estimates for coefficients in logistic regression?",0,0,5,3
18330,"Non-parametric multilevel analysis in SPSS",1,1,2,7
18331,"Proof that sum of residuals and sum of $\hat{Y}$ residuals is 0",0,0,4,3
18333,"What is the correlation if the standard deviation of one variable is 0?",5,3,5,4
18336,"Fancy detrending of time series",1,1,2,6
18339,"How to analyze the volatility with GARCH?",1,1,0,4
18342,"Sample database for fuzzy logic summarization",0,0,0,1
18344,"What criteria can I use to find most frequent data?",0,0,1,3
18348,"Differences between cross validation and bootstrapping to estimate the prediction error",14,4,0,5
18349,"How to sample randomly from a population?",6,1,1,8
18352,"Large number of correlations with MRI region of interest (ROI) variables: What adjustment should I perform?",4,2,0,2
18353,"Can odds ratios increase if you include more variables?",1,2,0,5
18357,"What’s the most appropriate statistical analysis to compare predictions to observations?",3,1,1,4
18358,"R: looking for ""time"" clusters in a data set",3,0,0,7
18359,"multicollinearity question, X and X change score",2,0,1,5
18362,"Odd error with caret function rfe",2,1,0,5
18363,"Are HAC estimators used for estimation of regression coefficients?",1,1,2,5
18366,"Test if two measurements come from normal distributions with the same mean?",3,1,1,3
18367,"Identifying significantly different groups in a logistic regression model",2,0,0,6
18368,"How to compare the variability of two measures from meta analysis?",4,1,0,3
18371,"Why is an L1-estimator a special case of an M-estimator?",1,0,1,8
18375,"How to fit an ARIMAX-model with R?",4,3,0,4
18376,"Is it ok to bin residuals before examining them?",2,1,0,8
18378,"Effect size interpretation",2,1,1,3
18379,"Expectation of length of a confidence interval",5,1,5,2
18380,"Analysing a target based trial",2,1,2,8
18381,"Target motion analysis with support vector machines ",0,0,3,4
18382,"R sparse smoothing splines",0,1,0,3
18383,"Dimension reduction issues in self-organizing maps (SOM)",1,1,1,2
18385,"Kalman smoothing of returns vs. prices with dlmSmooth in R's dlm package?",1,1,0,1
18387,"What's the difference between dlmSmooth and dlmFilter in R's dlm package?",1,1,0,8
18389,"Mixed model specification in R",2,2,2,6
18391,"How to calculate the difference of the slope?",2,3,0,7
18396,"Determining the confidence interval for a non-normal distribution",1,1,6,1
18399,"Estimators of multivariate location for skewed data",2,0,0,8
18400,"Fitting generalized linear model with covariate",0,0,10,4
18403,"Significant interaction in linear model with Pearson r as possible explanation",0,1,2,4
18404,"Why don't I get the p-value doing an ANOVA test?",1,1,0,3
18406,"What is the difference between spatial dependence and spatial heterogeneity?",5,1,3,5
18407,"Using coefficient estimates and standard errors to assess significance",-1,1,0,7
18408,"Two samples of the same distribution",0,1,3,1
18413,"Sample skew in a known skewed population",0,1,3,6
18418,"I'm sampling a population, looking for a small proportion of individuals",1,0,2,2
18421,"""On/off problem"" resources",1,0,3,6
18423,"How can I compare two classifications?",5,1,4,2
18424,"What type of data analysis (ANOVA) should I run on this experiment? ",4,2,1,6
18425,"ANOVA for binomially-distributed data",0,0,5,5
18426,"How can the F distribution be used, other than for hypothesis testing and confidence interval estimation?",2,1,0,5
18428,"Formula symbols for mixed model using lme4",1,1,5,5
18430,"Pre-PCA pooling in R",1,1,2,1
18431,"Experimental evidence supporting Tufte-style visualizations?",24,3,5,3
18432,"What is a good source to learn about multidimensional scaling?",4,1,0,1
18433,"Probability density function of the maximum statistic",2,2,2,7
18434,"R-squared: X ""explains"" the percentage of variation of the Y values. Does axis order matter?",2,3,4,6
18437,"HMMs in protein or NA sequence alignments",1,2,0,5
18438,"Does a univariate random variable's mean always equal the integral of its quantile function?",7,3,0,5
18446,"Effective cutoff frequency for LOESS smoothing",1,0,0,8
18447,"Reporting $R^2$",1,2,1,7
18450,"Is there any statistical test that is parametric and non-parametric?",10,3,4,6
18451,"Statistics for online dating sites",8,3,6,3
18453,"Is there a Bayesian equivalent to a Wald-Wolfowitz runs test?",3,1,2,2
18455,"Statistical significance in Excel",0,1,1,8
18456,"How do you perform the likelihood ratio test in SAS?",0,1,3,5
18459,"What algorithm could be used to predict consumables usage given data from past purchases?",2,6,0,1
18465,"Biconnected and undirected graphs",0,0,1,7
18468,"How to do piecewise linear regression with multiple unknown knots?",4,6,3,6
18469,"Connection between bootstrap (both parametric and non-parametric) and maximum likelihood",4,1,0,7
18470,"Predicting response from new curves using fda package in R",5,1,5,8
18473,"Seasonal Unit Root",1,0,1,3
18475,"Two questions on significance testing",2,3,0,5
18477,"Tests of independence in contingency tables",2,2,0,5
18478,"Interpreting error when trying to import dta file in R",0,1,1,6
18480,"Interpretation of log transformed predictor",7,2,4,2
18483,"Growing hierarchical self-organizing maps",3,1,2,8
18484,"How to simulate binomial mixed effects data?",1,1,0,2
18486,"Endogenous instruments in IV 2SLS regression in Stata",2,1,2,8
18487,"Tukey-Kramer test",1,1,0,4
18489,"Linear algebra question",1,0,8,5
18490,"Incidence rate ratios (Stata vs R)",3,2,11,1
18491,"A question on Poisson distribution",1,1,6,5
18493,"Go from cluster to random forest",2,1,4,3
18496,"Data analysis for mixed within-subjects/between-subjects design?",4,1,0,6
18497,"Computing inter-rater reliability in R with variable number of ratings?",3,0,0,3
18499,"Testing for the existence of dependencies in time series",3,0,4,6
18504,"Predicting outlier series in Kalman filter",0,0,2,2
18510,"Using Beta to interpret interaction in general linear model",-1,1,7,2
18511,"Why do AIC and BIC show inversed outputs?",3,2,2,1
18512,"Significance testing on weight of people from 2 populations given their height",3,3,3,2
18518,"Is there a way to compare linear regression slopes by permutation tests?",4,1,9,6
18519,"Automating tree-based classification by using different subset of attributes",1,1,0,5
18524,"Kenward-Roger correction applied to $t$-test in LME",1,0,1,4
18526,"Incidence Rate Ratios in R (poisson regression)",6,3,3,4
18532,"ROC curve for the same entries with different values",0,0,2,7
18533,"Find probability density intervals",2,4,1,6
18538,"How to compare 2 non-stationary time series to determine a correlation?",8,5,5,3
18539,"How to graph a SOM?",0,0,1,8
18540,"Resolving a name conflict in Stata",0,0,3,7
18542,"Numerical accuracy of multivariate normal distribution",4,1,15,4
18544,"Statistical methods for analyzing symptoms correlation with nutrients",0,1,1,3
18545,"State of the art method(s) to find zero mean portions of a time series",8,2,0,4
18550,"How do I parameterize a Weibull distribution in JAGS / BUGS?",2,1,0,2
18558,"Fisher's exact test in R",2,1,0,4
18563,"Estimating random effects and applying user defined correlation/covariance structure with R lme4 or nlme package",6,3,5,5
18566,"Is it possible to compare multiple proportions in subdata sets?",1,1,5,8
18569,"Statistically decorrelate out a noise signal with MAP",0,0,0,2
18571,"Tuning the birthday paradox",4,0,7,3
18574,"Machine learning algorithms for context-based relevancy scoring",2,0,3,5
18576,"Time dependent coefficients in R - how to do it?",6,2,2,7
18577,"Computational intelligence-based methods for time series forecasting?",1,1,0,8
18579,"Using R's aov() for two-way repeated-measurement ANOVA",1,1,2,2
18580,"How to differentiate hype from word of mouth in Google Trends?",1,1,10,6
18581,"Evaluation methods for personalized recommendation",1,0,6,6
18585,"Time series with same variables but different respondents",1,1,0,7
18586,"Bayesian rank of game characters",3,2,7,1
18587,"Comparable salary in a different city calculations",2,2,2,2
18590,"Can the standard deviation of non-negative data exceed the mean?",9,6,3,6
18595,"Poisson regression to estimate relative risk for binary outcomes",11,1,2,7
18596,"Statistical significance of betas in linear regression",1,1,8,1
18599,"PACF manual calculation",2,1,1,1
18603,"How can I calculate margin of error in a NPS (Net Promoter Score) result?",2,1,0,3
18604,"How do I use cluster analysis in creating a model?",1,1,2,7
18605,"Where to find ""Incumbent party margin of victory data""?",2,1,1,8
18606,"Does it make sense to study plots of residuals with respect to the dependent variable?",5,6,8,2
18607,"Function to convert arithmetic to log-based covariance matrix?",5,1,7,3
18608,"Principal component analysis before nearest neighbor search",0,1,0,7
18610,"Attractive pairwise interaction point process",3,0,0,7
18615,"Explanation of ""covariate"" in general linear model in SPSS",1,2,3,5
18616,"Data structures and libraries for high dimensional text analysis with R",4,2,1,8
18617,"Can I do a PCA on repeated measures for data reduction?",4,0,2,8
18621,"Maximum value of coefficient of variation for bounded data set",7,2,2,8
18626,"Is there a term for min + (max - min) / 2?",3,2,0,6
18633,"General linear model with interaction term in SPSS",0,2,1,1
18638,"Model Selection: Logistic Regression",1,3,4,4
18643,"An estimation problem in GPS tracking",9,3,1,7
18650,"How to compare two power law distributions?",2,0,5,3
18651,"Histogram/distribution fitting for this dataset with unequal and open-ended intervals?",2,2,1,2
18655,"How to get the difference of two numbers (standard deviation)?",-1,2,7,1
18657,"What happens if the full model has the smallest AIC?",2,2,0,6
18658,"Neural network  model to predict treatment outcome ",7,2,2,3
18661,"Mean and variance of a zero-inflated Poisson distribution",4,1,1,4
18664,"Formally speaking, is converting some variable into a per capita measure a transformation?",0,1,2,8
18668,"Need an example of RV with a mean and no second moment",1,2,4,8
18669,"If the n(th) moment exists does it mean all smaller moments exist too?",1,2,6,4
18680,"Monte Carlo simulation for VaR estimation using R",3,1,0,6
18682,"Looking for a reference to a famous quotation about precision of numbers",2,1,0,6
18687,"Lasso modification for LARS",7,0,1,4
18692,"Estimating kappa of von Mises distribution",0,1,4,7
18693,"Significant interaction between covariate and factor in SPSS GLM",1,2,8,6
18694,"Back-transformation and interpretation of $\log(X+1)$ estimates in multiple linear regression",1,0,3,2
18696,"How to understand if the variance is constant reading GARCH model output?",1,1,0,1
18699,"Learning to create samples from an unknown distribution",4,1,4,3
18700,"Why to use fixed regressor in Breusch-Pagan?",0,0,6,1
18701,"Correlation of categories",1,1,2,6
18705,"Inferring a Gaussian from noisy data  ",1,0,6,6
18706,"Using statistical significance test to validate cluster analysis results",3,0,2,4
18707,"How do I compare bootstrapped regression slopes?",12,3,0,2
18709,"lme4 or other open source R package code equivalent to asreml-R",7,5,16,1
18718,"What is a normal distribution with 'common variance'?",1,1,2,1
18727,"Dice probability for Yahtzee large straight",1,1,3,5
18732,"How can I compare my model to a technically invalid model?",7,1,2,4
18738,"what mean a p-value above 0.05 doing an ANOVA?",0,0,5,1
18739,"Algorithms for predicting a couple points in the future",1,1,2,6
18745,"If a factor variable is to be dropped in model selection, should all levels be dropped simultaneously? If so, why?",5,1,9,6
18746,"Can the AICc (corrected Akaike information criterion) measure be used for post-hoc analysis?",1,1,0,8
18750,"Hosmer-Lemeshow vs AIC for logistic regression",3,1,3,8
18752,"What does ""to center two IVs"" mean in the context of an interaction?",1,1,4,6
18754,"Sample size to determine if success proportion is zero",3,1,0,6
18757,"What does an ACF graph tell me that a PACF graph doesn't?",1,1,1,8
18758,"Odds for my opponent having the Ace in the card game Pitch if I have the King",0,2,0,6
18761,"SAS Proc Arima - DF, ADF, SIC, AIC, autocorrelation in residuals",1,1,0,8
18762,"When is there a representer theorem?",3,1,0,2
18764,"SPSS syntax to produce two-tailed test for regression",0,2,1,2
18770,"ANOVA with dependent variable(s) as 2-dimensional distribution? Is it possible?",1,0,3,7
18771,"How can I create nice graphs automatically?",10,10,3,3
18773,"What to do when weak classifiers are almost identical in AdaBoost?",3,2,0,5
18774,"Classification model for movie's rating prediction",10,3,0,6
18775,"How to analyze responses to a survey involving rating 5 factors on a scale of 1-100?",1,2,1,8
18781,"Hosmer-Lemeshow test vs. likelihood ratio test",1,1,11,3
18789,"Show series of exponential decay distributions in one chart",5,2,0,8
18796,"How can we detect trend in a time series apart from visual observation of time plots?",5,1,3,7
18797,"How to get information from a probability distribution table?",3,1,4,6
18799,"Statistical significance of a survey/poll?",1,1,3,5
18803,"Data sets and problems for learning hypothesis testing",4,2,0,3
18806,"Dickey Fuller test",2,0,1,2
18809,"How to correctly describe measurement variation (over multiple repetitions)",3,1,4,8
18814,"Presenting marginal effects of logit with fixed effects",2,0,0,2
18815,"Increasing number of features results in accuracy drop but prec/recall increase",5,2,6,5
18816,"How to treat holidays when working with time series data?",4,4,5,6
18819,"Incremental IDF (Inverse Document Frequency)",2,1,6,1
18821,"Why is the Poisson distribution chosen to model arrival processes in Queueing theory problems?",5,2,0,1
18823,"splinef residuals in R forecast_3.12",0,0,0,8
18827,"Statistical test to measure co-occurrence of certain strings?",0,0,0,1
18831,"Statistical test to measure co-occurrence of certain strings?",1,0,0,5
18832,"Scoring new observations after cross-validation",2,1,0,1
18833,"Where to find raw data about clinical trials?",7,2,2,3
18835,"What is the average expectation value of two specific objects in a queue?",0,0,6,8
18836,"How to predict a binary outcome with unbalanced repeated measures data?",4,0,5,8
18841,"Describe the distribution - too few data points",0,0,2,6
18843,"How to obtain the inverse of the F cumulative distribution based on the F cumulative distribution?",2,1,4,3
18844,"When (and why) to take the log of a distribution (of numbers)?",6,1,5,6
18847,"Is there any stochastic method to  approximate the likelihood?",1,0,8,2
18848,"""Moderation"" versus ""interaction""?",2,2,3,7
18849,"How to test for association between proportions with multiple variables?",2,1,0,3
18853,"H-L Test: Looking at the data",1,0,0,7
18854,"Issues with the Huynh-Feldt values using either Anova or ezANOVA in R?",1,1,1,6
18855,"What are subjective interestingness measures?",2,0,1,7
18856,"Is cross validation a proper substitute for validation set?",10,1,2,6
18857,"Draw surface graph",3,2,2,2
18859,"Reusing past MCMC samples from a similar distribution",0,1,0,2
18860,"Understanding summations in COV formula for time series",0,0,2,5
18862,"Why aren't all tests scored via item analysis/response theory?",7,4,0,8
18865,"Some real world examples of using multiple regression?",0,2,4,3
18872,"How to deal with identical p-values with the Benjamini-Hochberg method for correcting for multiple testing",2,1,0,1
18873,"Graphing versus further testing interactions",0,2,0,7
18876,"What is the intuition behind the score function?",5,1,4,8
18877,"""Brute force"" expected deviance for logistic regression?",2,0,0,2
18879,"How best to represent a web app's usage?",0,1,0,7
18880,"How to interpret coefficients from a GARCH model?",1,1,1,3
18882,"How do I calculate projected figures for the next year based on past performance?",0,3,5,6
18884,"Why is semipartial correlation cited so seldom?",4,1,2,5
18885,"Likelihood ratio tests",0,1,0,6
18887,"How to calculate a confidence interval for Spearman's rank correlation?",2,1,0,1
18890,"Understanding MANOVA in case of a single predictor",2,2,2,3
18891,"Bagging, boosting and stacking in machine learning",5,1,0,1
18894,"Missing daily data for one month",0,2,1,5
18896,"Practical thoughts on explanatory vs predictive modeling",14,6,4,8
18897,"SPSS Cross tabulation error messages when analysing a 3x2 contingency table",0,0,2,6
18899,"Combining n-grams",7,1,0,7
18901,"AR process invertibility and stationarity conditions",0,1,0,2
18903,"How do I perform a Fisher's exact test in PASW/SPSS 18?",0,0,5,7
18905,"Where to find a large text corpus?",3,5,1,2
18906,"Pointwise mutual information for tag generation in Twitter",1,0,0,2
18909,"How to collapse ordinal variable values into significant different values?",2,1,1,3
18911,"How to deal with information of variable length?",3,1,3,7
18913,"How to derive a distance function based on multiple variables for cluster analysis?",2,1,0,8
18915,"Correlation versus cause-effect regression",1,3,0,2
18916,"How do I handle predictor variables from different distributions in logistic regression?",4,3,0,5
18917,"Light bulb color problem",6,2,0,7
18923,"Math behind multivariate testing for website optimization",7,2,1,4
18928,"Continuous-states hidden Markov chain",1,1,2,6
18929,"Can one force randomness in a sample?",5,2,1,4
18930,"Transformation for stabilizing variance in time series",0,1,0,5
18935,"Obtaining final classifier in RTextTools",1,1,0,5
18937,"Adjusting for tilt of the earth",3,2,4,3
18938,"How to make a randomForest algorithm cost-sensitive?",3,1,2,5
18940,"Which are the most effective methods for selecting independent variables?",3,1,5,2
18941,"How to test changes in call volume over time?",2,1,5,3
18945,"Difference among bias, systematic bias, and systematic error?",4,4,3,8
18950,"Metrics of datasets?",0,2,1,7
18951,"The means are statistically equal",-1,2,5,1
18954,"Sample size for cluster analysis",1,0,5,4
18958,"Plotting only highest lines of an Excel Chart",1,1,2,7
18964,"Mean of one group vs. the rest of the sample",4,1,0,2
18969,"Are real and imaginary components of frequency element of fft correlated?",4,1,13,6
18971,"Cross Validation for mixed models?",1,1,2,5
18972,"Drawing from a conditional density",1,2,1,5
18973,"Can you recommend a book to read before Elements of Statistical Learning?",11,3,1,8
18975,"Proof for a binomial equation",1,1,4,4
18976,"Forecasting a ""chaotic"" time series",2,1,1,8
18982,"Binary classification of DNA sequence motifs",1,0,0,7
18984,"What statistics is used in Clinical Testing ( in Pharma industry)",0,0,2,7
18987,"A robust R package to do MCMC and Gibbs sampling",2,2,0,1
18988,"Do null and alternative hypotheses have be to exhaustive or not?",10,2,0,5
18991,"Solving a system of equation involving the chi-square distribution",0,1,4,1
18995,"Histogram Based Placenta Classification Paper",0,0,2,3
19000,"Log-likelihood ratio in document summarization",2,0,2,5
19001,"Prior of multivariate Polya distribution?",2,1,0,8
19005,"Finding median survival time from survival function",4,3,0,5
19006,"Proportional hazards assumption",3,1,3,4
19009,"Objections to randomization",2,0,3,1
19011,"How to devise a relationship matrix without diagonal constant when fitting mixed model in R?",3,1,0,4
19014,"How can I estimate unique occurrence counts from a random sampling of data?",6,2,2,5
19015,"How can I predict a discrete feature using regression?",0,2,1,4
19019,"Minimum number of observations per variable for linear regression or MARS model",6,1,2,4
19021,"Comparing original variables with characteristic values of diagonalized variance-covariance matrix",1,0,4,3
19022,"Similar sum of squares in GLM",-1,2,4,3
19024,"What is the P(A|C) if we know B depends on A and C depends on B?",4,2,1,2
19029,"Interpretation of results from linear model predictions",4,3,4,5
19031,"How to draw random samples from a negative binomial distribution in R?",1,2,3,1
19035,"Can hazard ratios be undefined?",1,2,5,7
19043,"Replicating seasonal Dickey-Fuller test with Proc Arima in SAS",0,0,0,1
19044,"SVM parameter selection",6,3,0,7
19048,"What is the difference between test set and validation set?",2,1,1,5
19052,"Good resources about reversible-jump MCMC sampler in R",1,0,1,1
19055,"Is Naive Bayes fine for simple ""Suggested products"" solution?",3,1,4,7
19057,"Chi square test to measure dependence of variables rather than categories?",0,0,0,8
19060,"ANCOVA with repeated measures in R",5,2,2,7
19061,"Calculating  sample mean and sample variance on all samples vs distinct subsets",4,2,0,2
19066,"Goodness of fit of sorted data",4,2,5,5
19067,"Does random effects allow me to do repeated measures?",1,1,3,1
19069,"Whether to report untransformed data when performing ANOVA on transformed data?",2,3,0,7
19071,"Does ""random effects"" allow me to do ""repeated measures""?",0,0,0,5
19072,"In spatial regression, what is a spherical autocorrelation structure?",2,1,3,1
19073,"How to report  Games-Howell post hoc tests following ANOVA?",0,1,0,3
19076,"Form of Cox Proportional Hazards Model",0,0,8,3
19077,"Rate changes over time",1,0,0,1
19079,"I am looking for a methodology for categorizing keywords",1,1,0,3
19080,"How auto.arima works?",2,1,0,7
19082,"How to calculate OR and confidence interval for two binary explanatory variables with interaction",3,1,0,8
19083,"How I can interpret the results of these two tests for heteroskedasticity?",0,0,4,5
19087,"How to apply unsupervised classification to spatial data",3,2,0,5
19092,"What exactly is a decomposable model?",1,0,0,3
19096,"In practice how is the random effects covariance matrix calculated in a mixed effects model?",5,2,0,6
19097,"One sided Chebyshev inequality for higher moment",2,1,0,4
19100,"SAS Code for Survival Analysis",0,1,1,2
19102,"Is there a graphical representation of bias-variance tradeoff in linear regression?",10,2,0,3
19103,"How to statistically compare two time series?",1,2,1,4
19105,"We're trying to analyze which monsters drop what in an MMO",4,1,0,6
19106,"Reporting non-causal relationships",2,1,0,2
19110,"Casting multidimensional data in R into a data frame",2,1,1,7
19112,"Replication of Seasonal Unit Root as Implemeted in SAS",0,0,0,8
19115,"How do I sort an ordinal list of user-generated ratings data?",1,0,9,3
19116,"Calculating the Standard Error of the Mean (SEM) of a sample from the SEMs of two subsets of that sample",1,1,1,5
19117,"Notation for nested factors that are random variables in R",0,2,0,2
19120,"Sample size for a variable number of answers",3,2,6,6
19123,"Is there a corpus specifically for categories like sports, entertainment, or health?",0,1,2,7
19124,"Nearest neighbor where several vectors have exact same values",3,1,0,2
19126,"Tobit model explanation",6,2,0,5
19127,"What is the distribution of $Y$ given that $Y\sim F(\nu_1, \nu_2)\times 2$?",2,1,5,2
19134,"lmer model without fixed effect",2,0,3,1
19138,"Does precision equal to recall for micro-averaging?",0,0,0,8
19139,"Testing for confounding",4,2,0,1
19143,"How do I interpret conflicting results from adf.test and pp.test in R?",0,2,1,3
19144,"Removing human evaluator bias",2,2,0,4
19146,"Expected number of unseen cards when drawing $2n$ cards from a deck of size $n$",9,3,1,8
19147,"Can chi-square test be performed on data that does not have normal or gaussian distribution?",1,3,4,1
19150,"Problems with Anova/ezANOVA/lm functions for repeated-measures Analysis in large dataset",0,0,2,7
19151,"Generating data to follow given variogram ",3,1,1,4
19154,"How should I fit heteroskedasticity by group?",2,1,0,8
19155,"Counting distinct elements when memory is limited",3,1,0,7
19156,"Comparing accuracy of polling companies in multi-party system",3,2,2,3
19158,"Comparing words in 2 corpora to find significant differences",3,1,2,8
19164,"Reference for generalized linear mixed models using Laplace approximation",3,1,0,2
19165,"Data preparation for logistic regression",3,1,5,1
19169,"Extended binomial distribution",0,2,3,4
19173,"Generating random matrices with specific equality constraints",4,0,6,1
19174,"Adjusting existing algorithm - likelihood for presence-only data",2,1,0,7
19175,"Why do these 2 approaches to applying mixed models yield different results?",7,1,0,7
19176,"How do you plot survival functions for specific values of covariates in SAS?",0,1,0,4
19179,"What happens if a survival curve doesn't reach 0.5?",1,2,8,7
19181,"Why bother with the dual problem when fitting SVM?",3,2,1,4
19186,"Cramer-Rao Lower Bound Questions",0,0,5,5
19189,"What to do when some time points have heavily skewed responses and some do not in a repeated measures study?",9,1,4,1
19195,"Explaining two-tailed tests",6,2,0,2
19200,"How to test which combination of product attributes generates better sales performance?",1,2,0,8
19201,"What does the tests of ""scale"" check?",0,1,0,6
19203,"Finding top n across multiple sets",0,1,1,4
19210,"How to add symbols on smooth lines in a R's lattice xyplot?",1,1,1,6
19213,"Generate separate plots for each group of records in dataset",1,2,0,1
19214,"Comparing arrival rate distributions",3,1,2,8
19216,"Variables are often adjusted (e.g. standardised) before making a model - when is this a good idea, and when is it a bad one?",9,3,3,2
19222,"Sophisticated models for classifying short pieces of texts",5,2,1,6
19224,"Combining machine learning models",5,3,0,5
19226,"Which statistical classification algorithm can predict true/false for a sequence of inputs?",9,4,5,6
19227,"Possible extensions to the default diagnostic plots for lm (in R and in general)?",7,2,1,3
19235,"What is a suitable function to transform one probability into another?",0,0,1,6
19236,"Chi Square for this case?",4,2,0,5
19243,"About interpretation of the results of quantile regression",4,1,3,2
19244,"How to formally test for a ""break"" in a normal (or other) distribution",8,3,1,8
19245,"Fitting a continuous result to categorical predictors semiparametrically",2,2,1,8
19246,"If I take n-standard deviations of my data what would be my confidence level with the estimate?",2,0,0,3
19248,"Visualize effects of hurdles on user numbers",3,2,4,1
19250,"Uncertainties on parameters from maximum likelihood fitting",1,1,0,5
19253,"Associating a probability to disease propagation in regions of a map",7,2,0,4
19255,"Comparing ranks from many evaluators",0,0,0,1
19256,"How can I display a survival curve with right censoring marks?",4,1,0,5
19258,"Calculating mutual Information",3,1,6,6
19261,"Multi-dimensional goodness of fit",1,1,0,5
19264,"How is election fraud by ballot stuffing possible?",9,2,3,5
19265,"Deciphering output from R2WinBUGS",0,2,0,4
